Row Labels,Sum of cases,,,,,,,,,,,,,
New Mexico,59836,,,,,,,,,,,,,
Dodge,79076,,,,,,,,,,,,,
Georgia,6362,,,,,,,,,,,,,
Minnesota,5343,,,,,,,,,,,,,
Nebraska,40962,,,,,,,,,,,,,
Wisconsin,26409,,,,,,,,,,,,,
Dolores,7,,,,,,,,,,,,,
Colorado,7,,,,,,,,,,,,,
Doniphan,1519,,,,,,,,,,,,,
Kansas,1519,,,,,,,,,,,,,
Donley,2762,,,,,,,,,,,,,
Texas,2762,,,,,,,,,,,,,
Dooly,16853,,,,,,,,,,,,,
Georgia,16853,,,,,,,,,,,,,
Door,3409,,,,,,,,,,,,,
Wisconsin,3409,,,,,,,,,,,,,
Dorado,6325,,,,,,,,,,,,,
Puerto Rico,6325,,,,,,,,,,,,,
Dorchester,57507,,,,,,,,,,,,,
Maryland,13174,,,,,,,,,,,,,
South Carolina,44333,,,,,,,,,,,,,
Dougherty,186483,,,,,,,,,,,,,
Georgia,186483,,,,,,,,,,,,,
Douglas,613982,,,,,,,,,,,,,
Colorado,77488,,,,,,,,,,,,,
Georgia,67496,,,,,,,,,,,,,
Illinois,3396,,,,,,,,,,,,,
Kansas,13758,,,,,,,,,,,,,
Minnesota,3722,,,,,,,,,,,,,
Missouri,340,,,,,,,,,,,,,
Nebraska,419215,,,,,,,,,,,,,
Nevada,4275,,,,,,,,,,,,,
Oregon,3526,,,,,,,,,,,,,
South Dakota,360,,,,,,,,,,,,,
Washington,18029,,,,,,,,,,,,,
Wisconsin,2377,,,,,,,,,,,,,
Drew,3558,,,,,,,,,,,,,
Arkansas,3558,,,,,,,,,,,,,
Dubois,17268,,,,,,,,,,,,,
Indiana,17268,,,,,,,,,,,,,
Dubuque,39405,,,,,,,,,,,,,
Iowa,39405,,,,,,,,,,,,,
Duchesne,1134,,,,,,,,,,,,,
Utah,1134,,,,,,,,,,,,,
Dukes,3504,,,,,,,,,,,,,
Massachusetts,3504,,,,,,,,,,,,,
Dundy,5,,,,,,,,,,,,,
Nebraska,5,,,,,,,,,,,,,
Dunklin,5762,,,,,,,,,,,,,
Missouri,5762,,,,,,,,,,,,,
Dunn,4033,,,,,,,,,,,,,
North Dakota,1281,,,,,,,,,,,,,
Wisconsin,2752,,,,,,,,,,,,,
DuPage,669586,,,,,,,,,,,,,
Illinois,669586,,,,,,,,,,,,,
Duplin,81899,,,,,,,,,,,,,
North Carolina,81899,,,,,,,,,,,,,
Durham,216954,,,,,,,,,,,,,
North Carolina,216954,,,,,,,,,,,,,
Dutchess,377601,,,,,,,,,,,,,
New York,377601,,,,,,,,,,,,,
Duval,385243,,,,,,,,,,,,,
Florida,383332,,,,,,,,,,,,,
Texas,1911,,,,,,,,,,,,,
Dyer,11377,,,,,,,,,,,,,
Tennessee,11377,,,,,,,,,,,,,
Eagle,67120,,,,,,,,,,,,,
Colorado,67120,,,,,,,,,,,,,
Early,25042,,,,,,,,,,,,,
Georgia,25042,,,,,,,,,,,,,
East Baton Rouge,393520,,,,,,,,,,,,,
Louisiana,393520,,,,,,,,,,,,,
East Carroll,18994,,,,,,,,,,,,,
Louisiana,18994,,,,,,,,,,,,,
East Feliciana,21492,,,,,,,,,,,,,
Louisiana,21492,,,,,,,,,,,,,
Eastland,813,,,,,,,,,,,,,
Texas,813,,,,,,,,,,,,,
Eaton,22415,,,,,,,,,,,,,
Michigan,22415,,,,,,,,,,,,,
Eau Claire,13826,,,,,,,,,,,,,
Wisconsin,13826,,,,,,,,,,,,,
Echols,9901,,,,,,,,,,,,,
Georgia,9901,,,,,,,,,,,,,
Ector,52569,,,,,,,,,,,,,
Texas,52569,,,,,,,,,,,,,
Eddy,5185,,,,,,,,,,,,,
New Mexico,4828,,,,,,,,,,,,,
North Dakota,357,,,,,,,,,,,,,
Edgar,446,,,,,,,,,,,,,
Illinois,446,,,,,,,,,,,,,
Edgecombe,21313,,,,,,,,,,,,,
North Carolina,21313,,,,,,,,,,,,,
Edgefield,6010,,,,,,,,,,,,,
South Carolina,6010,,,,,,,,,,,,,
Edmonson,5544,,,,,,,,,,,,,
Kentucky,5544,,,,,,,,,,,,,
Edmunds,301,,,,,,,,,,,,,
South Dakota,301,,,,,,,,,,,,,
Edwards,780,,,,,,,,,,,,,
Illinois,169,,,,,,,,,,,,,
Kansas,470,,,,,,,,,,,,,
Texas,141,,,,,,,,,,,,,
Effingham,11783,,,,,,,,,,,,,
Georgia,10683,,,,,,,,,,,,,
Illinois,1100,,,,,,,,,,,,,
El Dorado,13077,,,,,,,,,,,,,
California,13077,,,,,,,,,,,,,
El Paso,550829,,,,,,,,,,,,,
Colorado,182105,,,,,,,,,,,,,
Texas,368724,,,,,,,,,,,,,
Elbert,12555,,,,,,,,,,,,,
Colorado,4785,,,,,,,,,,,,,
Georgia,7770,,,,,,,,,,,,,
Elk,1019,,,,,,,,,,,,,
Kansas,25,,,,,,,,,,,,,
Pennsylvania,994,,,,,,,,,,,,,
Elkhart,165529,,,,,,,,,,,,,
Indiana,165529,,,,,,,,,,,,,
Elko,7122,,,,,,,,,,,,,
Nevada,7122,,,,,,,,,,,,,
Elliott,146,,,,,,,,,,,,,
Kentucky,146,,,,,,,,,,,,,
Ellis,55661,,,,,,,,,,,,,
Kansas,1800,,,,,,,,,,,,,
Oklahoma,38,,,,,,,,,,,,,
Texas,53823,,,,,,,,,,,,,
Ellsworth,342,,,,,,,,,,,,,
Kansas,342,,,,,,,,,,,,,
Elmore,50701,,,,,,,,,,,,,
Alabama,46154,,,,,,,,,,,,,
Idaho,4547,,,,,,,,,,,,,
Emanuel,6596,,,,,,,,,,,,,
Georgia,6596,,,,,,,,,,,,,
Emery,687,,,,,,,,,,,,,
Utah,687,,,,,,,,,,,,,
Emmet,6188,,,,,,,,,,,,,
Iowa,3406,,,,,,,,,,,,,
Michigan,2782,,,,,,,,,,,,,
Emmons,319,,,,,,,,,,,,,
North Dakota,319,,,,,,,,,,,,,
Emporia city,7994,,,,,,,,,,,,,
Virginia,7994,,,,,,,,,,,,,
Erath,6060,,,,,,,,,,,,,
Texas,6060,,,,,,,,,,,,,
Erie,617438,,,,,,,,,,,,,
New York,567049,,,,,,,,,,,,,
Ohio,16014,,,,,,,,,,,,,
Pennsylvania,34375,,,,,,,,,,,,,
Escambia,156150,,,,,,,,,,,,,
Alabama,14954,,,,,,,,,,,,,
Florida,141196,,,,,,,,,,,,,
Essex,3013363,,,,,,,,,,,,,
Massachusetts,1303065,,,,,,,,,,,,,
New Jersey,1701752,,,,,,,,,,,,,
New York,4412,,,,,,,,,,,,,
Vermont,286,,,,,,,,,,,,,
Virginia,3848,,,,,,,,,,,,,
Estill,210,,,,,,,,,,,,,
Kentucky,210,,,,,,,,,,,,,
Etowah,39443,,,,,,,,,,,,,
Alabama,39443,,,,,,,,,,,,,
Eureka,27,,,,,,,,,,,,,
Nevada,27,,,,,,,,,,,,,
Evangeline,13319,,,,,,,,,,,,,
Louisiana,13319,,,,,,,,,,,,,
Evans,1588,,,,,,,,,,,,,
Georgia,1588,,,,,,,,,,,,,
Fairbanks North Star Borough,13083,,,,,,,,,,,,,
Alaska,13083,,,,,,,,,,,,,
Fairfax,952897,,,,,,,,,,,,,
Virginia,952897,,,,,,,,,,,,,
Fairfax city,5216,,,,,,,,,,,,,
Virginia,5216,,,,,,,,,,,,,
Fairfield,1524744,,,,,,,,,,,,,
Connecticut,1472398,,,,,,,,,,,,,
Ohio,33848,,,,,,,,,,,,,
South Carolina,18498,,,,,,,,,,,,,
Fajardo,4023,,,,,,,,,,,,,
Puerto Rico,4023,,,,,,,,,,,,,
Fall River,584,,,,,,,,,,,,,
South Dakota,584,,,,,,,,,,,,,
Fallon,9,,,,,,,,,,,,,
Montana,9,,,,,,,,,,,,,
Falls,1746,,,,,,,,,,,,,
Texas,1746,,,,,,,,,,,,,
Falls Church city,4368,,,,,,,,,,,,,
Virginia,4368,,,,,,,,,,,,,
Fannin,11857,,,,,,,,,,,,,
Georgia,6326,,,,,,,,,,,,,
Texas,5531,,,,,,,,,,,,,
Faribault,2590,,,,,,,,,,,,,
Minnesota,2590,,,,,,,,,,,,,
Faulk,991,,,,,,,,,,,,,
South Dakota,991,,,,,,,,,,,,,
Faulkner,25853,,,,,,,,,,,,,
Arkansas,25853,,,,,,,,,,,,,
Fauquier,29045,,,,,,,,,,,,,
Virginia,29045,,,,,,,,,,,,,
Fayette,184012,,,,,,,,,,,,,
Alabama,3496,,,,,,,,,,,,,
Georgia,28575,,,,,,,,,,,,,
Illinois,2074,,,,,,,,,,,,,
Indiana,10037,,,,,,,,,,,,,
Iowa,2944,,,,,,,,,,,,,
Kentucky,94892,,,,,,,,,,,,,
Ohio,3564,,,,,,,,,,,,,
Pennsylvania,11197,,,,,,,,,,,,,
Tennessee,16849,,,,,,,,,,,,,
Texas,5826,,,,,,,,,,,,,
West Virginia,4558,,,,,,,,,,,,,
Fentress,1315,,,,,,,,,,,,,
Tennessee,1315,,,,,,,,,,,,,
Fergus,76,,,,,,,,,,,,,
Montana,76,,,,,,,,,,,,,
Ferry,155,,,,,,,,,,,,,
Washington,155,,,,,,,,,,,,,
Fillmore,2944,,,,,,,,,,,,,
Minnesota,2149,,,,,,,,,,,,,
Nebraska,795,,,,,,,,,,,,,
Finney,114405,,,,,,,,,,,,,
Kansas,114405,,,,,,,,,,,,,
Fisher,368,,,,,,,,,,,,,
Texas,368,,,,,,,,,,,,,
Flagler,23292,,,,,,,,,,,,,
Florida,23292,,,,,,,,,,,,,
Flathead,5074,,,,,,,,,,,,,
Montana,5074,,,,,,,,,,,,,
Fleming,918,,,,,,,,,,,,,
Kentucky,918,,,,,,,,,,,,,
Florence,77400,,,,,,,,,,,,,
South Carolina,77134,,,,,,,,,,,,,
Wisconsin,266,,,,,,,,,,,,,
Florida,2078,,,,,,,,,,,,,
Puerto Rico,2078,,,,,,,,,,,,,
Floyd,73108,,,,,,,,,,,,,
Georgia,35186,,,,,,,,,,,,,
Indiana,30353,,,,,,,,,,,,,
Iowa,2858,,,,,,,,,,,,,
Kentucky,2097,,,,,,,,,,,,,
Texas,1709,,,,,,,,,,,,,
Virginia,905,,,,,,,,,,,,,
Fluvanna,9482,,,,,,,,,,,,,
Virginia,9482,,,,,,,,,,,,,
Foard,11,,,,,,,,,,,,,
Texas,11,,,,,,,,,,,,,
Fond du Lac,21387,,,,,,,,,,,,,
Wisconsin,21387,,,,,,,,,,,,,
Ford,143986,,,,,,,,,,,,,
Illinois,2097,,,,,,,,,,,,,
Kansas,141889,,,,,,,,,,,,,
Forest,2927,,,,,,,,,,,,,
Pennsylvania,728,,,,,,,,,,,,,
Wisconsin,2199,,,,,,,,,,,,,
Forrest,56238,,,,,,,,,,,,,
Mississippi,56238,,,,,,,,,,,,,
Forsyth,222595,,,,,,,,,,,,,
Georgia,59340,,,,,,,,,,,,,
North Carolina,163255,,,,,,,,,,,,,
Fort Bend,244246,,,,,,,,,,,,,
Texas,244246,,,,,,,,,,,,,
Foster,161,,,,,,,,,,,,,
North Dakota,161,,,,,,,,,,,,,
Fountain,2096,,,,,,,,,,,,,
Indiana,2096,,,,,,,,,,,,,
Franklin,1031500,,,,,,,,,,,,,
Alabama,50970,,,,,,,,,,,,,
Arkansas,1004,,,,,,,,,,,,,
Florida,838,,,,,,,,,,,,,
Georgia,10614,,,,,,,,,,,,,
Idaho,1144,,,,,,,,,,,,,
Illinois,1747,,,,,,,,,,,,,
Indiana,12343,,,,,,,,,,,,,
Iowa,3834,,,,,,,,,,,,,
Kansas,4653,,,,,,,,,,,,,
Kentucky,7198,,,,,,,,,,,,,
Louisiana,32748,,,,,,,,,,,,,
Maine,3336,,,,,,,,,,,,,
Massachusetts,32606,,,,,,,,,,,,,
Mississippi,3004,,,,,,,,,,,,,
Missouri,17128,,,,,,,,,,,,,
Nebraska,565,,,,,,,,,,,,,
New York,2423,,,,,,,,,,,,,
North Carolina,22220,,,,,,,,,,,,,
Ohio,627338,,,,,,,,,,,,,
Pennsylvania,66656,,,,,,,,,,,,,
Tennessee,6143,,,,,,,,,,,,,
Texas,2200,,,,,,,,,,,,,
Vermont,10436,,,,,,,,,,,,,
Virginia,4904,,,,,,,,,,,,,
Washington,105448,,,,,,,,,,,,,
Franklin city,3945,,,,,,,,,,,,,
Virginia,3945,,,,,,,,,,,,,
Frederick,211479,,,,,,,,,,,,,
Maryland,178996,,,,,,,,,,,,,
Virginia,32483,,,,,,,,,,,,,
Fredericksburg city,15002,,,,,,,,,,,,,
Virginia,15002,,,,,,,,,,,,,
Freeborn,15376,,,,,,,,,,,,,
Minnesota,15376,,,,,,,,,,,,,
Freestone,2047,,,,,,,,,,,,,
Texas,2047,,,,,,,,,,,,,
Fremont,29516,,,,,,,,,,,,,
Colorado,2946,,,,,,,,,,,,,
Idaho,532,,,,,,,,,,,,,
Iowa,411,,,,,,,,,,,,,
Wyoming,25627,,,,,,,,,,,,,
Fresno,293037,,,,,,,,,,,,,
California,293037,,,,,,,,,,,,,
Frio,9754,,,,,,,,,,,,,
Texas,9754,,,,,,,,,,,,,
Frontier,93,,,,,,,,,,,,,
Nebraska,93,,,,,,,,,,,,,
Fulton,572352,,,,,,,,,,,,,
Arkansas,741,,,,,,,,,,,,,
Georgia,541573,,,,,,,,,,,,,
Illinois,958,,,,,,,,,,,,,
Indiana,4697,,,,,,,,,,,,,
Kentucky,1036,,,,,,,,,,,,,
New York,17804,,,,,,,,,,,,,
Ohio,4284,,,,,,,,,,,,,
Pennsylvania,1259,,,,,,,,,,,,,
Furnas,678,,,,,,,,,,,,,
Nebraska,678,,,,,,,,,,,,,
Gadsden,28124,,,,,,,,,,,,,
Florida,28124,,,,,,,,,,,,,
Gage,4624,,,,,,,,,,,,,
Nebraska,4624,,,,,,,,,,,,,
Gaines,1343,,,,,,,,,,,,,
Texas,1343,,,,,,,,,,,,,
Galax city,13559,,,,,,,,,,,,,
Virginia,13559,,,,,,,,,,,,,
Gallatin,26505,,,,,,,,,,,,,
Illinois,295,,,,,,,,,,,,,
Kentucky,3181,,,,,,,,,,,,,
Montana,23029,,,,,,,,,,,,,
Gallia,1060,,,,,,,,,,,,,
Ohio,1060,,,,,,,,,,,,,
Galveston,193685,,,,,,,,,,,,,
Texas,193685,,,,,,,,,,,,,
Garden,197,,,,,,,,,,,,,
Nebraska,197,,,,,,,,,,,,,
Garfield,25017,,,,,,,,,,,,,
Colorado,19623,,,,,,,,,,,,,
Montana,61,,,,,,,,,,,,,
Nebraska,66,,,,,,,,,,,,,
Oklahoma,4566,,,,,,,,,,,,,
Utah,685,,,,,,,,,,,,,
Washington,16,,,,,,,,,,,,,
Garland,18655,,,,,,,,,,,,,
Arkansas,18655,,,,,,,,,,,,,
Garrard,1197,,,,,,,,,,,,,
Kentucky,1197,,,,,,,,,,,,,
Garrett,1084,,,,,,,,,,,,,
Maryland,1084,,,,,,,,,,,,,
Garvin,4171,,,,,,,,,,,,,
Oklahoma,4171,,,,,,,,,,,,,
Garza,906,,,,,,,,,,,,,
Texas,906,,,,,,,,,,,,,
Gasconade,541,,,,,,,,,,,,,
Missouri,541,,,,,,,,,,,,,
Gaston,60913,,,,,,,,,,,,,
North Carolina,60913,,,,,,,,,,,,,
Gates,1894,,,,,,,,,,,,,
North Carolina,1894,,,,,,,,,,,,,
Geary,3812,,,,,,,,,,,,,
Kansas,3812,,,,,,,,,,,,,
Geauga,28118,,,,,,,,,,,,,
Ohio,28118,,,,,,,,,,,,,
Gem,2512,,,,,,,,,,,,,
Idaho,2512,,,,,,,,,,,,,
Genesee,242533,,,,,,,,,,,,,
Michigan,222937,,,,,,,,,,,,,
New York,19596,,,,,,,,,,,,,
Geneva,4264,,,,,,,,,,,,,
Alabama,4264,,,,,,,,,,,,,
Gentry,3122,,,,,,,,,,,,,
Missouri,3122,,,,,,,,,,,,,
George,4386,,,,,,,,,,,,,
Mississippi,4386,,,,,,,,,,,,,
Georgetown,24050,,,,,,,,,,,,,
South Carolina,24050,,,,,,,,,,,,,
Gibson,11891,,,,,,,,,,,,,
Indiana,3405,,,,,,,,,,,,,
Tennessee,8486,,,,,,,,,,,,,
Gila,12898,,,,,,,,,,,,,
Arizona,12898,,,,,,,,,,,,,
Gilchrist,4829,,,,,,,,,,,,,
Florida,4829,,,,,,,,,,,,,
Giles,4214,,,,,,,,,,,,,
Tennessee,3412,,,,,,,,,,,,,
Virginia,802,,,,,,,,,,,,,
Gillespie,1950,,,,,,,,,,,,,
Texas,1950,,,,,,,,,,,,,
Gilliam,25,,,,,,,,,,,,,
Oregon,25,,,,,,,,,,,,,
Gilmer,14917,,,,,,,,,,,,,
Georgia,14107,,,,,,,,,,,,,
West Virginia,810,,,,,,,,,,,,,
Gilpin,443,,,,,,,,,,,,,
Colorado,443,,,,,,,,,,,,,
Glacier,1043,,,,,,,,,,,,,
Montana,1043,,,,,,,,,,,,,
Glades,8113,,,,,,,,,,,,,
Florida,8113,,,,,,,,,,,,,
Gladwin,1960,,,,,,,,,,,,,
Michigan,1960,,,,,,,,,,,,,
Glascock,362,,,,,,,,,,,,,
Georgia,362,,,,,,,,,,,,,
Glasscock,234,,,,,,,,,,,,,
Texas,234,,,,,,,,,,,,,
Glenn,4842,,,,,,,,,,,,,
California,4842,,,,,,,,,,,,,
Gloucester,206906,,,,,,,,,,,,,
New Jersey,202969,,,,,,,,,,,,,
Virginia,3937,,,,,,,,,,,,,
Glynn,40712,,,,,,,,,,,,,
Georgia,40712,,,,,,,,,,,,,
Gogebic,729,,,,,,,,,,,,,
Michigan,729,,,,,,,,,,,,,
Golden Valley,302,,,,,,,,,,,,,
Montana,291,,,,,,,,,,,,,
North Dakota,11,,,,,,,,,,,,,
Goliad,1063,,,,,,,,,,,,,
Texas,1063,,,,,,,,,,,,,
Gonzales,14732,,,,,,,,,,,,,
Texas,14732,,,,,,,,,,,,,
Goochland,9981,,,,,,,,,,,,,
Virginia,9981,,,,,,,,,,,,,
Goodhue,7196,,,,,,,,,,,,,
Minnesota,7196,,,,,,,,,,,,,
Gooding,4370,,,,,,,,,,,,,
Idaho,4370,,,,,,,,,,,,,
Gordon,24053,,,,,,,,,,,,,
Georgia,24053,,,,,,,,,,,,,
Goshen,583,,,,,,,,,,,,,
Wyoming,583,,,,,,,,,,,,,
Gosper,1156,,,,,,,,,,,,,
Nebraska,1156,,,,,,,,,,,,,
Gove,134,,,,,,,,,,,,,
Kansas,134,,,,,,,,,,,,,
Grady,23408,,,,,,,,,,,,,
Georgia,12828,,,,,,,,,,,,,
Oklahoma,10580,,,,,,,,,,,,,
Grafton,7751,,,,,,,,,,,,,
New Hampshire,7751,,,,,,,,,,,,,
Graham,6949,,,,,,,,,,,,,
Arizona,6370,,,,,,,,,,,,,
Kansas,143,,,,,,,,,,,,,
North Carolina,436,,,,,,,,,,,,,
Grainger,2018,,,,,,,,,,,,,
Tennessee,2018,,,,,,,,,,,,,
Grand,2381,,,,,,,,,,,,,
Colorado,1391,,,,,,,,,,,,,
Utah,990,,,,,,,,,,,,,
Grand Forks,31310,,,,,,,,,,,,,
North Dakota,31310,,,,,,,,,,,,,
Grand Isle,687,,,,,,,,,,,,,
Vermont,687,,,,,,,,,,,,,
Grand Traverse,4236,,,,,,,,,,,,,
Michigan,4236,,,,,,,,,,,,,
Granite,115,,,,,,,,,,,,,
Montana,115,,,,,,,,,,,,,
Grant,95618,,,,,,,,,,,,,
Arkansas,2682,,,,,,,,,,,,,
Indiana,27010,,,,,,,,,,,,,
Kansas,2398,,,,,,,,,,,,,
Kentucky,4320,,,,,,,,,,,,,
Louisiana,5223,,,,,,,,,,,,,
Minnesota,683,,,,,,,,,,,,,
New Mexico,1909,,,,,,,,,,,,,
North Dakota,214,,,,,,,,,,,,,
Oklahoma,222,,,,,,,,,,,,,
Oregon,123,,,,,,,,,,,,,
South Dakota,899,,,,,,,,,,,,,
Washington,38740,,,,,,,,,,,,,
West Virginia,1036,,,,,,,,,,,,,
Wisconsin,10159,,,,,,,,,,,,,
Granville,46041,,,,,,,,,,,,,
North Carolina,46041,,,,,,,,,,,,,
Gratiot,6814,,,,,,,,,,,,,
Michigan,6814,,,,,,,,,,,,,
Graves,17090,,,,,,,,,,,,,
Kentucky,17090,,,,,,,,,,,,,
Gray,10758,,,,,,,,,,,,,
Kansas,1762,,,,,,,,,,,,,
Texas,8996,,,,,,,,,,,,,
Grays Harbor,2239,,,,,,,,,,,,,
Washington,2239,,,,,,,,,,,,,
Grayson,48945,,,,,,,,,,,,,
Kentucky,10793,,,,,,,,,,,,,
Texas,33741,,,,,,,,,,,,,
Virginia,4411,,,,,,,,,,,,,
Greeley,273,,,,,,,,,,,,,
Kansas,17,,,,,,,,,,,,,
Nebraska,256,,,,,,,,,,,,,
Green,6366,,,,,,,,,,,,,
Kentucky,428,,,,,,,,,,,,,
Wisconsin,5938,,,,,,,,,,,,,
Green Lake,1903,,,,,,,,,,,,,
Wisconsin,1903,,,,,,,,,,,,,
Greenbrier,2668,,,,,,,,,,,,,
West Virginia,2668,,,,,,,,,,,,,
Greene,130468,,,,,,,,,,,,,
Alabama,10998,,,,,,,,,,,,,
Arkansas,6638,,,,,,,,,,,,,
Georgia,7918,,,,,,,,,,,,,
Illinois,587,,,,,,,,,,,,,
Indiana,15079,,,,,,,,,,,,,
Iowa,1683,,,,,,,,,,,,,
Mississippi,4295,,,,,,,,,,,,,
Missouri,23458,,,,,,,,,,,,,
New York,21231,,,,,,,,,,,,,
North Carolina,9780,,,,,,,,,,,,,
Ohio,14312,,,,,,,,,,,,,
Pennsylvania,3678,,,,,,,,,,,,,
Tennessee,6991,,,,,,,,,,,,,
Virginia,3820,,,,,,,,,,,,,
Greenlee,1099,,,,,,,,,,,,,
Arizona,1099,,,,,,,,,,,,,
Greensville,18568,,,,,,,,,,,,,
Virginia,18568,,,,,,,,,,,,,
Greenup,1968,,,,,,,,,,,,,
Kentucky,1968,,,,,,,,,,,,,
Greenville,276116,,,,,,,,,,,,,
South Carolina,276116,,,,,,,,,,,,,
Greenwood,27574,,,,,,,,,,,,,
Kansas,680,,,,,,,,,,,,,
South Carolina,26894,,,,,,,,,,,,,
Greer,6736,,,,,,,,,,,,,
Oklahoma,6736,,,,,,,,,,,,,
Gregg,30338,,,,,,,,,,,,,
Texas,30338,,,,,,,,,,,,,
Gregory,137,,,,,,,,,,,,,
South Dakota,137,,,,,,,,,,,,,
Grenada,19063,,,,,,,,,,,,,
Mississippi,19063,,,,,,,,,,,,,
Griggs,93,,,,,,,,,,,,,
North Dakota,93,,,,,,,,,,,,,
Grimes,23570,,,,,,,,,,,,,
Texas,23570,,,,,,,,,,,,,
Grundy,17743,,,,,,,,,,,,,
Illinois,10564,,,,,,,,,,,,,
Iowa,2276,,,,,,,,,,,,,
Missouri,776,,,,,,,,,,,,,
Tennessee,4127,,,,,,,,,,,,,
Guadalupe,35167,,,,,,,,,,,,,
New Mexico,1658,,,,,,,,,,,,,
Texas,33509,,,,,,,,,,,,,
Guanica,2206,,,,,,,,,,,,,
Puerto Rico,2206,,,,,,,,,,,,,
Guayama,3989,,,,,,,,,,,,,
Puerto Rico,3989,,,,,,,,,,,,,
Guayanilla,3043,,,,,,,,,,,,,
Puerto Rico,3043,,,,,,,,,,,,,
Guaynabo,20819,,,,,,,,,,,,,
Puerto Rico,20819,,,,,,,,,,,,,
Guernsey,3931,,,,,,,,,,,,,
Ohio,3931,,,,,,,,,,,,,
Guilford,163392,,,,,,,,,,,,,
North Carolina,163392,,,,,,,,,,,,,
Gulf,2044,,,,,,,,,,,,,
Florida,2044,,,,,,,,,,,,,
Gunnison,18877,,,,,,,,,,,,,
Colorado,18877,,,,,,,,,,,,,
Gurabo,5965,,,,,,,,,,,,,
Puerto Rico,5965,,,,,,,,,,,,,
Guthrie,4578,,,,,,,,,,,,,
Iowa,4578,,,,,,,,,,,,,
Gwinnett,504497,,,,,,,,,,,,,
Georgia,504497,,,,,,,,,,,,,
Haakon,15,,,,,,,,,,,,,
South Dakota,15,,,,,,,,,,,,,
Habersham,49191,,,,,,,,,,,,,
Georgia,49191,,,,,,,,,,,,,
Haines Borough,185,,,,,,,,,,,,,
Alaska,185,,,,,,,,,,,,,
Hale,36616,,,,,,,,,,,,,
Alabama,17757,,,,,,,,,,,,,
Texas,18859,,,,,,,,,,,,,
Halifax,22983,,,,,,,,,,,,,
North Carolina,19244,,,,,,,,,,,,,
Virginia,3739,,,,,,,,,,,,,
Hall,377672,,,,,,,,,,,,,
Georgia,242963,,,,,,,,,,,,,
Nebraska,134589,,,,,,,,,,,,,
Texas,120,,,,,,,,,,,,,
Hamblen,13163,,,,,,,,,,,,,
Tennessee,13163,,,,,,,,,,,,,
Hamilton,621809,,,,,,,,,,,,,
Florida,20494,,,,,,,,,,,,,
Illinois,293,,,,,,,,,,,,,
Indiana,121061,,,,,,,,,,,,,
Iowa,8307,,,,,,,,,,,,,
Kansas,1904,,,,,,,,,,,,,
Nebraska,5585,,,,,,,,,,,,,
New York,540,,,,,,,,,,,,,
Ohio,321030,,,,,,,,,,,,,
Tennessee,141273,,,,,,,,,,,,,
Texas,1322,,,,,,,,,,,,,
Hamlin,660,,,,,,,,,,,,,
South Dakota,660,,,,,,,,,,,,,
Hampden,553431,,,,,,,,,,,,,
Massachusetts,553431,,,,,,,,,,,,,
Hampshire,81452,,,,,,,,,,,,,
Massachusetts,78903,,,,,,,,,,,,,
West Virginia,2549,,,,,,,,,,,,,
Hampton,5016,,,,,,,,,,,,,
South Carolina,5016,,,,,,,,,,,,,
Hampton city,24413,,,,,,,,,,,,,
Virginia,24413,,,,,,,,,,,,,
Hancock,73466,,,,,,,,,,,,,
Georgia,15434,,,,,,,,,,,,,
Illinois,1383,,,,,,,,,,,,,
Indiana,33703,,,,,,,,,,,,,
Iowa,2476,,,,,,,,,,,,,
Kentucky,1215,,,,,,,,,,,,,
Maine,1244,,,,,,,,,,,,,
Mississippi,9894,,,,,,,,,,,,,
Ohio,5734,,,,,,,,,,,,,
Tennessee,325,,,,,,,,,,,,,
West Virginia,2058,,,,,,,,,,,,,
Hand,350,,,,,,,,,,,,,
South Dakota,350,,,,,,,,,,,,,
Hanover,29293,,,,,,,,,,,,,
Virginia,29293,,,,,,,,,,,,,
Hansford,1874,,,,,,,,,,,,,
Texas,1874,,,,,,,,,,,,,
Hanson,344,,,,,,,,,,,,,
South Dakota,344,,,,,,,,,,,,,
Haralson,5528,,,,,,,,,,,,,
Georgia,5528,,,,,,,,,,,,,
Hardee,20425,,,,,,,,,,,,,
Florida,20425,,,,,,,,,,,,,
Hardeman,20179,,,,,,,,,,,,,
Tennessee,19956,,,,,,,,,,,,,
Texas,223,,,,,,,,,,,,,
Hardin,45170,,,,,,,,,,,,,
Illinois,113,,,,,,,,,,,,,
Iowa,3529,,,,,,,,,,,,,
Kentucky,12103,,,,,,,,,,,,,
Ohio,6640,,,,,,,,,,,,,
Tennessee,4572,,,,,,,,,,,,,
Texas,18213,,,,,,,,,,,,,
Harding,89,,,,,,,,,,,,,
New Mexico,89,,,,,,,,,,,,,
Hardy,3010,,,,,,,,,,,,,
West Virginia,3010,,,,,,,,,,,,,
Harford,82333,,,,,,,,,,,,,
Maryland,82333,,,,,,,,,,,,,
Harlan,1286,,,,,,,,,,,,,
Kentucky,1258,,,,,,,,,,,,,
Nebraska,28,,,,,,,,,,,,,
Harmon,57,,,,,,,,,,,,,
Oklahoma,57,,,,,,,,,,,,,
Harnett,37710,,,,,,,,,,,,,
North Carolina,37710,,,,,,,,,,,,,
Harney,98,,,,,,,,,,,,,
Oregon,98,,,,,,,,,,,,,
Harper,252,,,,,,,,,,,,,
Kansas,151,,,,,,,,,,,,,
Oklahoma,101,,,,,,,,,,,,,
Harris,1899507,,,,,,,,,,,,,
